0.15864,4.37712
2.00000,4.35381
4.00000,4.33109
6.00000,4.30646
8.00000,4.28303
10.00000,4.26221
12.00000,4.24130
14.00000,4.21912
16.00000,4.19724
18.00000,4.17616
20.00000,4.15681
22.00000,4.14431
24.00000,4.12385
26.00000,4.08479
28.00000,4.06319
30.00000,4.04994
32.00000,4.04495
34.00000,4.02742
36.00000,4.01543
38.00000,4.00118
40.00000,3.99037
42.00000,3.97563
44.00000,3.96450
46.00000,3.95429
48.00000,3.94484
50.00000,3.93497
52.00000,3.92618
54.00000,3.92069
56.00000,3.91256
58.00000,3.90544
60.00000,3.90146
62.00000,3.89425
64.00000,3.89018
66.00000,3.88709
68.00000,3.88406
70.00000,3.88203
72.00000,3.87999
74.00000,3.87897
76.00000,3.87388
78.00000,3.87188
80.00000,3.86966
82.00000,3.86165
84.00000,3.85451
86.00000,3.84629
88.00000,3.83014
90.00000,3.80573
92.00000,3.75870
94.00000,3.61127
94.62356,3.38051
