0.00000,4.82048
0.01019,4.76623
0.02000,4.74211
0.03019,4.73364
0.04000,4.73000
0.05019,4.72997
0.06000,4.72994
0.07019,4.72991
0.08000,4.72988
0.09019,4.72985
0.10000,4.72982
0.11019,4.72979
0.12000,4.72976
0.13019,4.72973
0.14000,4.72970
0.15019,4.72967
0.16000,4.72964
0.17019,4.72840
0.18000,4.72717
0.19019,4.72473
0.20000,4.71265
0.21019,4.68973
0.22038,4.68367
0.23019,4.68244
0.24075,4.68120
0.25019,4.68117
0.26000,4.67994
0.27019,4.67750
0.28000,4.67627
0.29019,4.67503
0.30000,4.67380
0.31019,4.67256
0.32000,4.66771
0.33019,4.66166
0.34000,4.65560
0.35019,4.64714
0.36000,4.63506
0.37019,4.61696
0.38000,4.57717
0.39019,4.32895
