l,xi,xmax
-3.0,-2.4,0.905728
-3.0,-2.5,0.881513
-3.0,-2.6,0.851027
-3.0,-2.7,0.812648
-3.0,-2.8,0.764332
-3.0,-2.9,0.703505
-3.0,-3.0,0.626929
-3.0,-3.1,0.530525
-3.0,-3.2,0.40916
-3.0,-3.3,0.256371
-3.0,-3.4,0.06402
-3.0,-3.5,0.0
-3.0,-3.6,0.0
-3.0,-3.7,0.0
-3.0,-3.8,0.0
-3.0,-3.9,0.0
-3.0,-4.0,0.0
-3.0,-4.1,0.0
-3.0,-4.2,0.0
-3.0,-4.3,0.0
-3.0,-4.4,0.0
-3.0,-4.5,0.0
-3.0,-4.6,0.0
-3.0,-4.7,0.0
-3.0,-4.8,0.0
-3.0,-4.9,0.0
-3.0,-5.0,0.0
-2.75,6.0,0.998992
-2.75,5.9,0.998992
-2.75,5.8,0.998992
-2.75,5.7,0.998992
-2.75,5.6,0.998992
-2.75,5.5,0.998992
-2.75,5.4,0.998992
-2.75,5.3,0.998992
-2.75,5.2,0.998992
-2.75,5.1,0.998992
-2.75,5.0,0.998992
-2.75,4.9,0.998992
-2.75,4.8,0.998992
-2.75,4.7,0.998992
-2.75,4.6,0.998992
-2.75,4.5,0.998992
-2.75,4.4,0.998992
-2.75,4.3,0.998992
-2.75,4.2,0.998992
-2.75,4.1,0.998992
-2.75,4.0,0.998992
-2.75,3.9,0.998992
-2.75,3.8,0.998992
-2.75,3.7,0.998992
-2.75,3.6,0.998992
-2.75,3.5,0.998992
-2.75,3.4,0.998992
-2.75,3.3,0.998992
-2.75,3.2,0.998992
-2.75,3.1,0.998992
-2.75,3.0,0.998992
-2.75,2.9,0.998991
-2.75,2.8,0.998991
-2.75,2.7,0.998991
-2.75,2.6,0.998991
-2.75,2.5,0.998991
-2.75,2.4,0.99899
-2.75,2.3,0.99899
-2.75,2.2,0.998989
-2.75,2.1,0.998988
-2.75,2.0,0.998987
-2.75,1.9,0.998986
-2.75,1.8,0.998984
-2.75,1.7,0.998982
-2.75,1.6,0.99898
-2.75,1.5,0.998976
-2.75,1.4,0.998972
-2.75,1.3,0.998967
-2.75,1.2,0.998961
-2.75,1.1,0.998953
-2.75,1.0,0.998942
-2.75,0.9,0.99893
-2.75,0.8,0.998913
-2.75,0.7,0.998893
-2.75,0.6,0.998867
-2.75,0.5,0.998835
-2.75,0.4,0.998795
-2.75,0.3,0.998743
-2.75,0.2,0.998679
-2.75,0.1,0.998598
-2.75,0.0,0.998495
-2.75,-0.1,0.998367
-2.75,-0.2,0.998205
-2.75,-0.3,0.998002
-2.75,-0.4,0.997745
-2.75,-0.5,0.997422
-2.75,-0.6,0.997015
-2.75,-0.7,0.996504
-2.75,-0.8,0.995859
-2.75,-0.9,0.995048
-2.75,-1.0,0.994027
-2.75,-1.1,0.992742
-2.75,-1.2,0.991123
-2.75,-1.3,0.989086
-2.75,-1.4,0.98652
-2.75,-1.5,0.983291
-2.75,-1.6,0.979226
-2.75,-1.7,0.974108
-2.75,-1.8,0.967665
-2.75,-1.9,0.959554
-2.75,-2.0,0.949342
-2.75,-2.1,0.936486
-2.75,-2.2,0.920302
-2.75,-2.3,0.899927
-2.75,-2.4,0.874277
-2.75,-2.5,0.841985
-2.75,-2.6,0.801332
-2.75,-2.7,0.750153
-2.75,-2.8,0.685722
-2.75,-2.9,0.604608
-2.75,-3.0,0.502492
-2.75,-3.1,0.373936
-2.75,-3.2,0.212093
-2.75,-3.3,0.008345
-2.75,-3.4,0.0
-2.75,-3.5,0.0
-2.75,-3.6,0.0
-2.75,-3.7,0.0
-2.75,-3.8,0.0
-2.75,-3.9,0.0
-2.75,-4.0,0.0
-2.75,-4.1,0.0
-2.75,-4.2,0.0
-2.75,-4.3,0.0
-2.75,-4.4,0.0
-2.75,-4.5,0.0
-2.75,-4.6,0.0
-2.75,-4.7,0.0
-2.75,-4.8,0.0
-2.75,-4.9,0.0
-2.75,-5.0,0.0
-2.5,6.0,0.998531
-2.5,5.9,0.998531
-2.5,5.8,0.998531
-2.5,5.7,0.998531
-2.5,5.6,0.998531
-2.5,5.5,0.998531
-2.5,5.4,0.998531
-2.5,5.3,0.998531
-2.5,5.2,0.998531
-2.5,5.1,0.998531
-2.5,5.0,0.998531
-2.5,4.9,0.998531
-2.5,4.8,0.998531
-2.5,4.7,0.998531
-2.5,4.6,0.998531
-2.5,4.5,0.998531
-2.5,4.4,0.998531
-2.5,4.3,0.998531
-2.5,4.2,0.998531
-2.5,4.1,0.998531
-2.5,4.0,0.998531
-2.5,3.9,0.998531
-2.5,3.8,0.998531
-2.5,3.7,0.998531
-2.5,3.6,0.998531
-2.5,3.5,0.998531
-2.5,3.4,0.998531
-2.5,3.3,0.998531
-2.5,3.2,0.99853
-2.5,3.1,0.99853
-2.5,3.0,0.99853
-2.5,2.9,0.99853
-2.5,2.8,0.99853
-2.5,2.7,0.99853
-2.5,2.6,0.998529
-2.5,2.5,0.998529
-2.5,2.4,0.998528
-2.5,2.3,0.998528
-2.5,2.2,0.998527
-2.5,2.1,0.998526
-2.5,2.0,0.998524
-2.5,1.9,0.998523
-2.5,1.8,0.99852
-2.5,1.7,0.998518
-2.5,1.6,0.998514
-2.5,1.5,0.99851
-2.5,1.4,0.998505
-2.5,1.3,0.998498
-2.5,1.2,0.998489
-2.5,1.1,0.998478
-2.5,1.0,0.998465
-2.5,0.9,0.998448
-2.5,0.8,0.998426
-2.5,0.7,0.998399
-2.5,0.6,0.998365
-2.5,0.5,0.998322
-2.5,0.4,0.998267
-2.5,0.3,0.998199
-2.5,0.2,0.998113
-2.5,0.1,0.998005
-2.5,0.0,0.997869
-2.5,-0.1,0.997697
-2.5,-0.2,0.997482
-2.5,-0.3,0.99721
-2.5,-0.4,0.996868
-2.5,-0.5,0.996437
-2.5,-0.6,0.995895
-2.5,-0.7,0.995213
-2.5,-0.8,0.994353
-2.5,-0.9,0.993272
-2.5,-1.0,0.99191
-2.5,-1.1,0.990196
-2.5,-1.2,0.988038
-2.5,-1.3,0.985321
-2.5,-1.4,0.9819
-2.5,-1.5,0.977594
-2.5,-1.6,0.972173
-2.5,-1.7,0.965348
-2.5,-1.8,0.956756
-2.5,-1.9,0.945939
-2.5,-2.0,0.932322
-2.5,-2.1,0.915178
-2.5,-2.2,0.893596
-2.5,-2.3,0.866426
-2.5,-2.4,0.832221
-2.5,-2.5,0.789159
-2.5,-2.6,0.734947
-2.5,-2.7,0.666699
-2.5,-2.8,0.580779
-2.5,-2.9,0.472612
-2.5,-3.0,0.336438
-2.5,-3.1,0.165005
-2.5,-3.2,0.0
-2.5,-3.3,0.0
-2.5,-3.4,0.0
-2.5,-3.5,0.0
-2.5,-3.6,0.0
-2.5,-3.7,0.0
-2.5,-3.8,0.0
-2.5,-3.9,0.0
-2.5,-4.0,0.0
-2.5,-4.1,0.0
-2.5,-4.2,0.0
-2.5,-4.3,0.0
-2.5,-4.4,0.0
-2.5,-4.5,0.0
-2.5,-4.6,0.0
-2.5,-4.7,0.0
-2.5,-4.8,0.0
-2.5,-4.9,0.0
-2.5,-5.0,0.0
-2.25,6.0,0.997711
-2.25,5.9,0.997711
-2.25,5.8,0.997711
-2.25,5.7,0.997711
-2.25,5.6,0.997711
-2.25,5.5,0.997711
-2.25,5.4,0.997711
-2.25,5.3,0.997711
-2.25,5.2,0.997711
-2.25,5.1,0.997711
-2.25,5.0,0.997711
-2.25,4.9,0.997711
-2.25,4.8,0.997711
-2.25,4.7,0.997711
-2.25,4.6,0.997711
-2.25,4.5,0.997711
-2.25,4.4,0.997711
-2.25,4.3,0.997711
-2.25,4.2,0.997711
-2.25,4.1,0.997711
-2.25,4.0,0.997711
-2.25,3.9,0.997711
-2.25,3.8,0.997711
-2.25,3.7,0.997711
-2.25,3.6,0.997711
-2.25,3.5,0.997711
-2.25,3.4,0.997711
-2.25,3.3,0.997711
-2.25,3.2,0.997711
-2.25,3.1,0.99771
-2.25,3.0,0.99771
-2.25,2.9,0.99771
-2.25,2.8,0.99771
-2.25,2.7,0.997709
-2.25,2.6,0.997709
-2.25,2.5,0.997708
-2.25,2.4,0.997708
-2.25,2.3,0.997707
-2.25,2.2,0.997706
-2.25,2.1,0.997704
-2.25,2.0,0.997702
-2.25,1.9,0.9977
-2.25,1.8,0.997697
-2.25,1.7,0.997694
-2.25,1.6,0.997689
-2.25,1.5,0.997683
-2.25,1.4,0.997676
-2.25,1.3,0.997667
-2.25,1.2,0.997655
-2.25,1.1,0.997641
-2.25,1.0,0.997623
-2.25,0.9,0.9976
-2.25,0.8,0.997571
-2.25,0.7,0.997535
-2.25,0.6,0.997489
-2.25,0.5,0.997432
-2.25,0.4,0.99736
-2.25,0.3,0.997269
-2.25,0.2,0.997154
-2.25,0.1,0.99701
-2.25,0.0,0.996828
-2.25,-0.1,0.9966
-2.25,-0.2,0.996312
-2.25,-0.3,0.995949
-2.25,-0.4,0.995493
-2.25,-0.5,0.994919
-2.25,-0.6,0.994196
-2.25,-0.7,0.993286
-2.25,-0.8,0.99214
-2.25,-0.9,0.990698
-2.25,-1.0,0.988882
-2.25,-1.1,0.986596
-2.25,-1.2,0.983718
-2.25,-1.3,0.980095
-2.25,-1.4,0.975533
-2.25,-1.5,0.969791
-2.25,-1.6,0.962562
-2.25,-1.7,0.953461
-2.25,-1.8,0.942003
-2.25,-1.9,0.927579
-2.25,-2.0,0.90942
-2.25,-2.1,0.886559
-2.25,-2.2,0.857778
-2.25,-2.3,0.821546
-2.25,-2.4,0.775933
-2.25,-2.5,0.718509
-2.25,-2.6,0.646216
-2.25,-2.7,0.555205
-2.25,-2.8,0.440629
-2.25,-2.9,0.296387
-2.25,-3.0,0.114796
-2.25,-3.1,0.0
-2.25,-3.2,0.0
-2.25,-3.3,0.0
-2.25,-3.4,0.0
-2.25,-3.5,0.0
-2.25,-3.6,0.0
-2.25,-3.7,0.0
-2.25,-3.8,0.0
-2.25,-3.9,0.0
-2.25,-4.0,0.0
-2.25,-4.1,0.0
-2.25,-4.2,0.0
-2.25,-4.3,0.0
-2.25,-4.4,0.0
-2.25,-4.5,0.0
-2.25,-4.6,0.0
-2.25,-4.7,0.0
-2.25,-4.8,0.0
-2.25,-4.9,0.0
-2.25,-5.0,0.0
-2.0,6.0,0.996253
-2.0,5.9,0.996253
-2.0,5.8,0.996253
-2.0,5.7,0.996253
-2.0,5.6,0.996253
-2.0,5.5,0.996253
-2.0,5.4,0.996253
-2.0,5.3,0.996253
-2.0,5.2,0.996253
-2.0,5.1,0.996253
-2.0,5.0,0.996253
-2.0,4.9,0.996253
-2.0,4.8,0.996253
-2.0,4.7,0.996253
-2.0,4.6,0.996253
-2.0,4.5,0.996253
-2.0,4.4,0.996253
-2.0,4.3,0.996253
-2.0,4.2,0.996253
-2.0,4.1,0.996253
-2.0,4.0,0.996253
-2.0,3.9,0.996253
-2.0,3.8,0.996253
-2.0,3.7,0.996253
-2.0,3.6,0.996253
-2.0,3.5,0.996253
-2.0,3.4,0.996253
-2.0,3.3,0.996252
-2.0,3.2,0.996252
-2.0,3.1,0.996252
-2.0,3.0,0.996252
-2.0,2.9,0.996252
-2.0,2.8,0.996251
-2.0,2.7,0.996251
-2.0,2.6,0.99625
-2.0,2.5,0.996249
-2.0,2.4,0.996248
-2.0,2.3,0.996247
-2.0,2.2,0.996246
-2.0,2.1,0.996244
-2.0,2.0,0.996242
-2.0,1.9,0.996238
-2.0,1.8,0.996234
-2.0,1.7,0.99623
-2.0,1.6,0.996223
-2.0,1.5,0.996216
-2.0,1.4,0.996206
-2.0,1.3,0.996194
-2.0,1.2,0.996179
-2.0,1.1,0.99616
-2.0,1.0,0.996135
-2.0,0.9,0.996105
-2.0,0.8,0.996067
-2.0,0.7,0.996018
-2.0,0.6,0.995957
-2.0,0.5,0.995881
-2.0,0.4,0.995785
-2.0,0.3,0.995663
-2.0,0.2,0.99551
-2.0,0.1,0.995318
-2.0,0.0,0.995076
-2.0,-0.1,0.994771
-2.0,-0.2,0.994387
-2.0,-0.3,0.993904
-2.0,-0.4,0.993296
-2.0,-0.5,0.99253
-2.0,-0.6,0.991566
-2.0,-0.7,0.990352
-2.0,-0.8,0.988824
-2.0,-0.9,0.986901
-2.0,-1.0,0.984479
-2.0,-1.1,0.981431
-2.0,-1.2,0.977593
-2.0,-1.3,0.972761
-2.0,-1.4,0.966679
-2.0,-1.5,0.959021
-2.0,-1.6,0.949381
-2.0,-1.7,0.937244
-2.0,-1.8,0.921965
-2.0,-1.9,0.90273
-2.0,-2.0,0.878515
-2.0,-2.1,0.848029
-2.0,-2.2,0.80965
-2.0,-2.3,0.761334
-2.0,-2.4,0.700507
-2.0,-2.5,0.623931
-2.0,-2.6,0.527527
-2.0,-2.7,0.406162
-2.0,-2.8,0.253373
-2.0,-2.9,0.061022
-2.0,-3.0,0.0
-2.0,-3.1,0.0
-2.0,-3.2,0.0
-2.0,-3.3,0.0
-2.0,-3.4,0.0
-2.0,-3.5,0.0
-2.0,-3.6,0.0
-2.0,-3.7,0.0
-2.0,-3.8,0.0
-2.0,-3.9,0.0
-2.0,-4.0,0.0
-2.0,-4.1,0.0
-2.0,-4.2,0.0
-2.0,-4.3,0.0
-2.0,-4.4,0.0
-2.0,-4.5,0.0
-2.0,-4.6,0.0
-2.0,-4.7,0.0
-2.0,-4.8,0.0
-2.0,-4.9,0.0
-2.0,-5.0,0.0
-1.75,6.0,0.993661
-1.75,5.9,0.993661
-1.75,5.8,0.993661
-1.75,5.7,0.993661
-1.75,5.6,0.993661
-1.75,5.5,0.993661
-1.75,5.4,0.993661
-1.75,5.3,0.993661
-1.75,5.2,0.993661
-1.75,5.1,0.993661
-1.75,5.0,0.993661
-1.75,4.9,0.993661
-1.75,4.8,0.993661
-1.75,4.7,0.993661
-1.75,4.6,0.993661
-1.75,4.5,0.993661
-1.75,4.4,0.993661
-1.75,4.3,0.993661
-1.75,4.2,0.993661
-1.75,4.1,0.993661
-1.75,4.0,0.993661
-1.75,3.9,0.993661
-1.75,3.8,0.99366
-1.75,3.7,0.99366
-1.75,3.6,0.99366
-1.75,3.5,0.99366
-1.75,3.4,0.99366
-1.75,3.3,0.99366
-1.75,3.2,0.993659
-1.75,3.1,0.993659
-1.75,3.0,0.993659
-1.75,2.9,0.993659
-1.75,2.8,0.993658
-1.75,2.7,0.993658
-1.75,2.6,0.993657
-1.75,2.5,0.993656
-1.75,2.4,0.993654
-1.75,2.3,0.993653
-1.75,2.2,0.99365
-1.75,2.1,0.993648
-1.75,2.0,0.993645
-1.75,1.9,0.993641
-1.75,1.8,0.993636
-1.75,1.7,0.993629
-1.75,1.6,0.993621
-1.75,1.5,0.993611
-1.75,1.4,0.993598
-1.75,1.3,0.993582
-1.75,1.2,0.993561
-1.75,1.1,0.993536
-1.75,1.0,0.993503
-1.75,0.9,0.993463
-1.75,0.8,0.993412
-1.75,0.7,0.993347
-1.75,0.6,0.993266
-1.75,0.5,0.993164
-1.75,0.4,0.993036
-1.75,0.3,0.992874
-1.75,0.2,0.99267
-1.75,0.1,0.992414
-1.75,0.0,0.99209
-1.75,-0.1,0.991684
-1.75,-0.2,0.991172
-1.75,-0.3,0.990528
-1.75,-0.4,0.989717
-1.75,-0.5,0.988696
-1.75,-0.6,0.98741
-1.75,-0.7,0.985792
-1.75,-0.8,0.983754
-1.75,-0.9,0.981189
-1.75,-1.0,0.97796
-1.75,-1.1,0.973895
-1.75,-1.2,0.968777
-1.75,-1.3,0.962334
-1.75,-1.4,0.954222
-1.75,-1.5,0.944011
-1.75,-1.6,0.931155
-1.75,-1.7,0.914971
-1.75,-1.8,0.894596
-1.75,-1.9,0.868945
-1.75,-2.0,0.836654
-1.75,-2.1,0.796
-1.75,-2.2,0.744821
-1.75,-2.3,0.680391
-1.75,-2.4,0.599277
-1.75,-2.5,0.497161
-1.75,-2.6,0.368604
-1.75,-2.7,0.206761
-1.75,-2.8,0.003603
-1.75,-2.9,0.0
-1.75,-3.0,0.0
-1.75,-3.1,0.0
-1.75,-3.2,0.0
-1.75,-3.3,0.0
-1.75,-3.4,0.0
-1.75,-3.5,0.0
-1.75,-3.6,0.0
-1.75,-3.7,0.0
-1.75,-3.8,0.0
-1.75,-3.9,0.0
-1.75,-4.0,0.0
-1.75,-4.1,0.0
-1.75,-4.2,0.0
-1.75,-4.3,0.0
-1.75,-4.4,0.0
-1.75,-4.5,0.0
-1.75,-4.6,0.0
-1.75,-4.7,0.0
-1.75,-4.8,0.0
-1.75,-4.9,0.0
-1.75,-5.0,0.0
-1.5,6.0,0.98905
-1.5,5.9,0.98905
-1.5,5.8,0.98905
-1.5,5.7,0.98905
-1.5,5.6,0.98905
-1.5,5.5,0.98905
-1.5,5.4,0.98905
-1.5,5.3,0.98905
-1.5,5.2,0.98905
-1.5,5.1,0.98905
-1.5,5.0,0.98905
-1.5,4.9,0.98905
-1.5,4.8,0.98905
-1.5,4.7,0.98905
-1.5,4.6,0.98905
-1.5,4.5,0.98905
-1.5,4.4,0.98905
-1.5,4.3,0.98905
-1.5,4.2,0.98905
-1.5,4.1,0.98905
-1.5,4.0,0.98905
-1.5,3.9,0.98905
-1.5,3.8,0.98905
-1.5,3.7,0.98905
-1.5,3.6,0.98905
-1.5,3.5,0.989049
-1.5,3.4,0.989049
-1.5,3.3,0.989049
-1.5,3.2,0.989049
-1.5,3.1,0.989048
-1.5,3.0,0.989048
-1.5,2.9,0.989048
-1.5,2.8,0.989047
-1.5,2.7,0.989046
-1.5,2.6,0.989045
-1.5,2.5,0.989044
-1.5,2.4,0.989042
-1.5,2.3,0.98904
-1.5,2.2,0.989037
-1.5,2.1,0.989034
-1.5,2.0,0.989029
-1.5,1.9,0.989024
-1.5,1.8,0.989017
-1.5,1.7,0.989008
-1.5,1.6,0.988998
-1.5,1.5,0.988984
-1.5,1.4,0.988967
-1.5,1.3,0.988945
-1.5,1.2,0.988918
-1.5,1.1,0.988884
-1.5,1.0,0.988841
-1.5,0.9,0.988787
-1.5,0.8,0.988718
-1.5,0.7,0.988632
-1.5,0.6,0.988524
-1.5,0.5,0.988388
-1.5,0.4,0.988217
-1.5,0.3,0.988001
-1.5,0.2,0.987729
-1.5,0.1,0.987387
-1.5,0.0,0.986956
-1.5,-0.1,0.986414
-1.5,-0.2,0.985732
-1.5,-0.3,0.984873
-1.5,-0.4,0.983791
-1.5,-0.5,0.982429
-1.5,-0.6,0.980715
-1.5,-0.7,0.978557
-1.5,-0.8,0.97584
-1.5,-0.9,0.972419
-1.5,-1.0,0.968113
-1.5,-1.1,0.962692
-1.5,-1.2,0.955867
-1.5,-1.3,0.947275
-1.5,-1.4,0.936458
-1.5,-1.5,0.922841
-1.5,-1.6,0.905698
-1.5,-1.7,0.884116
-1.5,-1.8,0.856945
-1.5,-1.9,0.82274
-1.5,-2.0,0.779678
-1.5,-2.1,0.725466
-1.5,-2.2,0.657217
-1.5,-2.3,0.571298
-1.5,-2.4,0.463131
-1.5,-2.5,0.326957
-1.5,-2.6,0.155524
-1.5,-2.7,0.0
-1.5,-2.8,0.0
-1.5,-2.9,0.0
-1.5,-3.0,0.0
-1.5,-3.1,0.0
-1.5,-3.2,0.0
-1.5,-3.3,0.0
-1.5,-3.4,0.0
-1.5,-3.5,0.0
-1.5,-3.6,0.0
-1.5,-3.7,0.0
-1.5,-3.8,0.0
-1.5,-3.9,0.0
-1.5,-4.0,0.0
-1.5,-4.1,0.0
-1.5,-4.2,0.0
-1.5,-4.3,0.0
-1.5,-4.4,0.0
-1.5,-4.5,0.0
-1.5,-4.6,0.0
-1.5,-4.7,0.0
-1.5,-4.8,0.0
-1.5,-4.9,0.0
-1.5,-5.0,0.0
-1.25,6.0,0.980851
-1.25,5.9,0.980851
-1.25,5.8,0.980851
-1.25,5.7,0.980851
-1.25,5.6,0.980851
-1.25,5.5,0.980851
-1.25,5.4,0.980851
-1.25,5.3,0.980851
-1.25,5.2,0.980851
-1.25,5.1,0.980851
-1.25,5.0,0.980851
-1.25,4.9,0.980851
-1.25,4.8,0.980851
-1.25,4.7,0.980851
-1.25,4.6,0.980851
-1.25,4.5,0.980851
-1.25,4.4,0.980851
-1.25,4.3,0.980851
-1.25,4.2,0.980851
-1.25,4.1,0.980851
-1.25,4.0,0.980851
-1.25,3.9,0.980851
-1.25,3.8,0.980851
-1.25,3.7,0.980851
-1.25,3.6,0.980851
-1.25,3.5,0.980851
-1.25,3.4,0.98085
-1.25,3.3,0.98085
-1.25,3.2,0.98085
-1.25,3.1,0.980849
-1.25,3.0,0.980849
-1.25,2.9,0.980848
-1.25,2.8,0.980847
-1.25,2.7,0.980846
-1.25,2.6,0.980844
-1.25,2.5,0.980843
-1.25,2.4,0.98084
-1.25,2.3,0.980837
-1.25,2.2,0.980834
-1.25,2.1,0.980829
-1.25,2.0,0.980824
-1.25,1.9,0.980816
-1.25,1.8,0.980807
-1.25,1.7,0.980796
-1.25,1.6,0.980781
-1.25,1.5,0.980763
-1.25,1.4,0.98074
-1.25,1.3,0.980712
-1.25,1.2,0.980675
-1.25,1.1,0.98063
-1.25,1.0,0.980572
-1.25,0.9,0.9805
-1.25,0.8,0.980409
-1.25,0.7,0.980294
-1.25,0.6,0.98015
-1.25,0.5,0.979969
-1.25,0.4,0.97974
-1.25,0.3,0.979452
-1.25,0.2,0.97909
-1.25,0.1,0.978634
-1.25,0.0,0.97806
-1.25,-0.1,0.977337
-1.25,-0.2,0.976426
-1.25,-0.3,0.975281
-1.25,-0.4,0.973838
-1.25,-0.5,0.972022
-1.25,-0.6,0.969736
-1.25,-0.7,0.966858
-1.25,-0.8,0.963235
-1.25,-0.9,0.958674
-1.25,-1.0,0.952931
-1.25,-1.1,0.945702
-1.25,-1.2,0.936601
-1.25,-1.3,0.925143
-1.25,-1.4,0.910719
-1.25,-1.5,0.89256
-1.25,-1.6,0.869699
-1.25,-1.7,0.840919
-1.25,-1.8,0.804687
-1.25,-1.9,0.759073
-1.25,-2.0,0.701649
-1.25,-2.1,0.629357
-1.25,-2.2,0.538346
-1.25,-2.3,0.423769
-1.25,-2.4,0.279527
-1.25,-2.5,0.097936
-1.25,-2.6,0.0
-1.25,-2.7,0.0
-1.25,-2.8,0.0
-1.25,-2.9,0.0
-1.25,-3.0,0.0
-1.25,-3.1,0.0
-1.25,-3.2,0.0
-1.25,-3.3,0.0
-1.25,-3.4,0.0
-1.25,-3.5,0.0
-1.25,-3.6,0.0
-1.25,-3.7,0.0
-1.25,-3.8,0.0
-1.25,-3.9,0.0
-1.25,-4.0,0.0
-1.25,-4.1,0.0
-1.25,-4.2,0.0
-1.25,-4.3,0.0
-1.25,-4.4,0.0
-1.25,-4.5,0.0
-1.25,-4.6,0.0
-1.25,-4.7,0.0
-1.25,-4.8,0.0
-1.25,-4.9,0.0
-1.25,-5.0,0.0
-1.0,6.0,0.966272
-1.0,5.9,0.966272
-1.0,5.8,0.966272
-1.0,5.7,0.966272
-1.0,5.6,0.966272
-1.0,5.5,0.966272
-1.0,5.4,0.966272
-1.0,5.3,0.966272
-1.0,5.2,0.966272
-1.0,5.1,0.966272
-1.0,5.0,0.966272
-1.0,4.9,0.966272
-1.0,4.8,0.966272
-1.0,4.7,0.966272
-1.0,4.6,0.966272
-1.0,4.5,0.966272
-1.0,4.4,0.966272
-1.0,4.3,0.966272
-1.0,4.2,0.966272
-1.0,4.1,0.966272
-1.0,4.0,0.966272
-1.0,3.9,0.966272
-1.0,3.8,0.966271
-1.0,3.7,0.966271
-1.0,3.6,0.966271
-1.0,3.5,0.966271
-1.0,3.4,0.966271
-1.0,3.3,0.96627
-1.0,3.2,0.96627
-1.0,3.1,0.966269
-1.0,3.0,0.966268
-1.0,2.9,0.966267
-1.0,2.8,0.966266
-1.0,2.7,0.966265
-1.0,2.6,0.966263
-1.0,2.5,0.96626
-1.0,2.4,0.966257
-1.0,2.3,0.966253
-1.0,2.2,0.966249
-1.0,2.1,0.966242
-1.0,2.0,0.966235
-1.0,1.9,0.966225
-1.0,1.8,0.966213
-1.0,1.7,0.966198
-1.0,1.6,0.966179
-1.0,1.5,0.966154
-1.0,1.4,0.966124
-1.0,1.3,0.966085
-1.0,1.2,0.966037
-1.0,1.1,0.965976
-1.0,1.0,0.9659
-1.0,0.9,0.965803
-1.0,0.8,0.965682
-1.0,0.7,0.965529
-1.0,0.6,0.965337
-1.0,0.5,0.965095
-1.0,0.4,0.96479
-1.0,0.3,0.964406
-1.0,0.2,0.963923
-1.0,0.1,0.963314
-1.0,0.0,0.962549
-1.0,-0.1,0.961585
-1.0,-0.2,0.960371
-1.0,-0.3,0.958843
-1.0,-0.4,0.95692
-1.0,-0.5,0.954498
-1.0,-0.6,0.95145
-1.0,-0.7,0.947612
-1.0,-0.8,0.94278
-1.0,-0.9,0.936697
-1.0,-1.0,0.92904
-1.0,-1.1,0.919399
-1.0,-1.2,0.907263
-1.0,-1.3,0.891984
-1.0,-1.4,0.872749
-1.0,-1.5,0.848533
-1.0,-1.6,0.818048
-1.0,-1.7,0.779669
-1.0,-1.8,0.731352
-1.0,-1.9,0.670526
-1.0,-2.0,0.59395
-1.0,-2.1,0.497546
-1.0,-2.2,0.376181
-1.0,-2.3,0.223391
-1.0,-2.4,0.032352
-1.0,-2.5,0.0
-1.0,-2.6,0.0
-1.0,-2.7,0.0
-1.0,-2.8,0.0
-1.0,-2.9,0.0
-1.0,-3.0,0.0
-1.0,-3.1,0.0
-1.0,-3.2,0.0
-1.0,-3.3,0.0
-1.0,-3.4,0.0
-1.0,-3.5,0.0
-1.0,-3.6,0.0
-1.0,-3.7,0.0
-1.0,-3.8,0.0
-1.0,-3.9,0.0
-1.0,-4.0,0.0
-1.0,-4.1,0.0
-1.0,-4.2,0.0
-1.0,-4.3,0.0
-1.0,-4.4,0.0
-1.0,-4.5,0.0
-1.0,-4.6,0.0
-1.0,-4.7,0.0
-1.0,-4.8,0.0
-1.0,-4.9,0.0
-1.0,-5.0,0.0
-0.75,6.0,0.940346
-0.75,5.9,0.940346
-0.75,5.8,0.940346
-0.75,5.7,0.940346
-0.75,5.6,0.940346
-0.75,5.5,0.940346
-0.75,5.4,0.940346
-0.75,5.3,0.940346
-0.75,5.2,0.940346
-0.75,5.1,0.940346
-0.75,5.0,0.940346
-0.75,4.9,0.940346
-0.75,4.8,0.940346
-0.75,4.7,0.940346
-0.75,4.6,0.940346
-0.75,4.5,0.940346
-0.75,4.4,0.940345
-0.75,4.3,0.940345
-0.75,4.2,0.940345
-0.75,4.1,0.940345
-0.75,4.0,0.940345
-0.75,3.9,0.940345
-0.75,3.8,0.940345
-0.75,3.7,0.940345
-0.75,3.6,0.940344
-0.75,3.5,0.940344
-0.75,3.4,0.940343
-0.75,3.3,0.940343
-0.75,3.2,0.940342
-0.75,3.1,0.940342
-0.75,3.0,0.940341
-0.75,2.9,0.940339
-0.75,2.8,0.940337
-0.75,2.7,0.940336
-0.75,2.6,0.940333
-0.75,2.5,0.94033
-0.75,2.4,0.940326
-0.75,2.3,0.94032
-0.75,2.2,0.940314
-0.75,2.1,0.940306
-0.75,2.0,0.940296
-0.75,1.9,0.940283
-0.75,1.8,0.940267
-0.75,1.7,0.940246
-0.75,1.6,0.940221
-0.75,1.5,0.940188
-0.75,1.4,0.940148
-0.75,1.3,0.940097
-0.75,1.2,0.940032
-0.75,1.1,0.939951
-0.75,1.0,0.939849
-0.75,0.9,0.939721
-0.75,0.8,0.939559
-0.75,0.7,0.939355
-0.75,0.6,0.939098
-0.75,0.5,0.938775
-0.75,0.4,0.938369
-0.75,0.3,0.937857
-0.75,0.2,0.937213
-0.75,0.1,0.936402
-0.75,0.0,0.935381
-0.75,-0.1,0.934095
-0.75,-0.2,0.932477
-0.75,-0.3,0.930439
-0.75,-0.4,0.927874
-0.75,-0.5,0.924645
-0.75,-0.6,0.92058
