theta,E
0.000010,4.671899
0.035546,4.669021
0.077299,4.666574
0.119072,4.664034
0.160845,4.661388
0.202617,4.658622
0.244390,4.655723
0.286163,4.652672
0.327936,4.649450
0.369709,4.646033
0.411482,4.642390
0.453255,4.638486
0.495027,4.634275
0.536800,4.629702
0.578573,4.624691
0.620346,4.619146
0.662119,4.612933
0.703892,4.605862
0.745665,4.597651
0.782968,4.588999
