0.00000,4.74699
0.01019,4.71563
0.02000,4.70476
0.03019,4.69991
0.04000,4.69867
0.05019,4.69864
0.06000,4.69861
0.07019,4.69858
0.08000,4.69855
0.09019,4.69852
0.10000,4.69849
0.11019,4.69846
0.12000,4.69723
0.13019,4.69720
0.14000,4.69596
0.15019,4.69473
0.16000,4.69108
0.17019,4.68985
0.18000,4.68741
0.19019,4.68256
0.20000,4.67530
0.21019,4.66322
0.22038,4.64632
0.23019,4.63425
0.24075,4.62578
0.25019,4.61852
0.26000,4.60886
0.27019,4.59798
0.28000,4.57988
0.29019,4.55214
0.30000,4.51114
0.31019,4.46292
0.32000,4.39542
0.33019,4.30623
0.34000,4.16042
0.35019,3.76762
0.36000,3.51940
