0.00000,3.29903
3.40000,3.17484
6.80000,3.15705
10.20000,3.14582
13.60000,3.13850
17.00000,3.13290
20.40000,3.12736
23.80000,3.12332
27.20000,3.11466
30.60000,3.11056
34.00000,3.10498
37.40000,3.10080
40.80000,3.09518
44.20000,3.09105
47.60000,3.08393
51.00000,3.07836
54.40000,3.07258
57.80000,3.06533
61.20000,3.06033
64.60000,3.05194
68.00000,3.04356
71.40000,3.03377
74.80000,3.02271
78.20000,3.00858
81.60000,2.99637
85.00000,2.98094
88.40000,2.96537
91.80000,2.94798
95.20000,2.92605
98.60000,2.89548
102.00000,2.86191
105.40000,2.81326
108.80000,2.74646
112.20000,2.64147
115.60000,2.50534
